A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
2000,2000,2000,16,0.157,3.211,0.486,3.854
2000,2000,2000,16,0.149,3.244,0.449,3.842
2000,2000,2000,16,0.145,3.195,0.580,3.920
2000,2000,2000,16,0.165,3.183,0.577,3.925
2000,2000,2000,16,0.157,3.205,0.535,3.898
2000,2000,2000,16,0.136,3.193,0.465,3.794
2000,2000,2000,16,0.156,3.195,0.574,3.925
2000,2000,2000,16,0.217,3.187,0.563,3.967
2000,2000,2000,16,0.138,3.196,0.410,3.744
2000,2000,2000,16,0.129,3.187,0.414,3.731
2000,2000,2000,16,0.144,3.193,0.373,3.711
2000,2000,2000,16,0.165,3.195,0.411,3.770
2000,2000,2000,16,0.137,3.187,0.540,3.864
2000,2000,2000,16,0.161,3.209,0.593,3.964
2000,2000,2000,16,0.146,3.190,0.533,3.868
