A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
2000,2000,2000,4,0.024,4.546,0.030,4.600
2000,2000,2000,4,0.030,4.621,0.039,4.690
2000,2000,2000,4,0.029,4.610,0.032,4.671
2000,2000,2000,4,0.029,4.592,0.027,4.647
2000,2000,2000,4,0.030,4.611,0.036,4.676
2000,2000,2000,4,0.031,4.589,0.036,4.657
2000,2000,2000,4,0.025,4.608,0.029,4.661
2000,2000,2000,4,0.024,4.592,0.032,4.649
2000,2000,2000,4,0.031,4.597,0.033,4.661
2000,2000,2000,4,0.031,4.567,0.116,4.714
2000,2000,2000,4,0.025,4.609,0.031,4.664
2000,2000,2000,4,0.025,4.596,0.034,4.655
2000,2000,2000,4,0.030,4.598,0.028,4.657
2000,2000,2000,4,0.031,4.590,0.033,4.654
2000,2000,2000,4,0.029,4.608,0.034,4.672
