NPoints,K,NClusters,processes,generate,classify,total,user,elapsed,sys,pCPU
2097152,1024,32,8,0.098393,0.318236,0.318236,3.411,0.859,0.955,508.41
2097152,1024,32,8,0.076502,0.330814,0.330814,3.403,0.858,0.950,507.31
2097152,1024,32,8,0.099473,0.340377,0.340377,3.609,0.888,0.971,515.64
2097152,1024,32,8,0.095274,0.336329,0.336329,3.474,0.885,1.070,513.20
2097152,1024,32,8,0.033804,0.368470,0.368470,3.300,0.847,0.965,503.69
2097152,1024,32,8,0.034878,0.355578,0.355578,3.253,0.833,0.946,503.92
2097152,1024,32,8,0.095455,0.345908,0.345908,3.753,0.918,1.039,522.10
2097152,1024,32,8,0.096436,0.332225,0.332225,3.577,0.873,0.931,516.22
2097152,1024,32,8,0.100595,0.334837,0.334837,3.618,0.878,0.925,517.62
2097152,1024,32,8,0.033768,0.354069,0.354069,3.254,0.836,0.975,506.22
2097152,1024,32,8,0.096730,0.340002,0.340002,3.626,0.886,0.977,519.54
2097152,1024,32,8,0.106788,0.344181,0.344181,3.709,0.898,0.943,518.30
2097152,1024,32,8,0.099220,0.351935,0.351935,3.626,0.897,0.992,515.17
2097152,1024,32,8,0.046179,0.350754,0.350754,3.305,0.841,0.947,505.81
2097152,1024,32,8,0.095455,0.334540,0.334540,3.562,0.880,0.988,517.28
2097152,1024,32,8,0.098848,0.330530,0.330530,3.541,0.873,0.942,513.64
2097152,1024,32,8,0.099808,0.350187,0.350187,3.685,0.899,0.952,515.63
2097152,1024,32,8,0.033934,0.355242,0.355242,3.192,0.825,0.956,503.07
2097152,1024,32,8,0.094407,0.347972,0.347972,3.608,0.889,0.979,515.82
2097152,1024,32,8,0.102021,0.332387,0.332387,3.568,0.882,1.020,519.96
2097152,1024,32,8,0.089828,0.326147,0.326147,3.434,0.861,0.926,506.32
2097152,1024,32,8,0.094256,0.324376,0.324376,3.429,0.867,0.974,507.77
2097152,1024,32,8,0.096361,0.330100,0.330100,3.505,0.867,0.961,515.28
2097152,1024,32,8,0.095264,0.325068,0.325068,3.441,0.863,0.979,512.20
2097152,1024,32,8,0.095418,0.325117,0.325117,3.495,0.866,0.946,513.10
2097152,1024,32,8,0.098807,0.343920,0.343920,3.652,0.887,0.911,514.55
2097152,1024,32,8,0.097680,0.327043,0.327043,3.512,0.867,0.957,515.54
2097152,1024,32,8,0.099066,0.326258,0.326258,3.476,0.885,1.046,510.98
2097152,1024,32,8,0.095152,0.334829,0.334829,3.580,0.873,0.931,517.00
2097152,1024,32,8,0.093701,0.327114,0.327114,3.447,0.861,0.961,511.68
2097152,1024,32,8,0.096801,0.334281,0.334281,3.545,0.878,1.005,518.27
2097152,1024,32,8,0.101560,0.329408,0.329408,3.619,0.877,0.887,513.60
2097152,1024,32,8,0.100044,0.338710,0.338710,3.551,0.880,0.947,511.18
2097152,1024,32,8,0.103809,0.329527,0.329527,3.628,0.879,0.914,516.75
2097152,1024,32,8,0.114691,0.329909,0.329909,3.640,0.892,0.939,513.40
2097152,1024,32,8,0.033778,0.347886,0.347886,3.182,0.820,0.951,503.77
2097152,1024,32,8,0.035067,0.356186,0.356186,3.240,0.828,0.932,503.98
2097152,1024,32,8,0.096278,0.327928,0.327928,3.532,0.874,0.960,514.18
2097152,1024,32,8,0.095642,0.331265,0.331265,3.540,0.880,0.991,514.69
2097152,1024,32,8,0.095009,0.336681,0.336681,3.474,0.882,1.021,509.50
2097152,1024,32,8,0.099991,0.327796,0.327796,3.421,0.872,1.062,514.37
2097152,1024,32,8,0.095278,0.327626,0.327626,3.512,0.874,0.968,512.69
2097152,1024,32,8,0.096951,0.328310,0.328310,3.416,0.866,1.023,512.83
2097152,1024,32,8,0.033939,0.350096,0.350096,3.167,0.812,0.895,500.26
2097152,1024,32,8,0.096288,0.334511,0.334511,3.644,0.883,0.913,516.15
2097152,1024,32,8,0.091495,0.335342,0.335342,3.554,0.879,0.964,514.09
2097152,1024,32,8,0.105018,0.342373,0.342373,3.639,0.893,0.995,518.65
2097152,1024,32,8,0.096734,0.330159,0.330159,3.501,0.875,1.029,517.87
2097152,1024,32,8,0.095838,0.340695,0.340695,3.686,0.893,0.919,515.73
2097152,1024,32,8,0.095855,0.325026,0.325026,3.460,0.867,0.958,509.63
2097152,1024,32,8,0.092940,0.330620,0.330620,3.612,0.865,0.841,514.64
