NPoints,K,NClusters,processes,generate,classify,total,user,elapsed,sys,pCPU
2097152,1024,32,4,0.029234,0.313723,0.313723,1.391,0.412,0.196,385.05
2097152,1024,32,4,0.101873,0.292332,0.292332,1.641,0.792,0.333,249.18
2097152,1024,32,4,0.077300,0.274296,0.274296,1.515,0.761,0.320,241.01
2097152,1024,32,4,0.072488,0.271809,0.271809,1.482,0.752,0.321,239.62
2097152,1024,32,4,0.078046,0.289201,0.289201,1.626,0.774,0.289,247.30
2097152,1024,32,4,0.076044,0.310737,0.310737,1.633,0.791,0.346,250.25
2097152,1024,32,4,0.079794,0.273046,0.273046,1.511,0.762,0.349,244.03
2097152,1024,32,4,0.077707,0.269118,0.269118,1.546,0.754,0.278,241.97
2097152,1024,32,4,0.077899,0.284186,0.284186,1.602,0.776,0.307,246.05
2097152,1024,32,4,0.077706,0.268710,0.268710,1.465,0.762,0.353,238.69
2097152,1024,32,4,0.104285,0.284524,0.284524,1.608,0.776,0.307,246.61
2097152,1024,32,4,0.076610,0.270350,0.270350,1.492,0.752,0.319,240.90
2097152,1024,32,4,0.077696,0.276354,0.276354,1.483,0.755,0.345,242.28
2097152,1024,32,4,0.032655,0.335354,0.335354,1.475,0.444,0.243,386.44
2097152,1024,32,4,0.091485,0.298770,0.298770,1.675,0.806,0.339,249.89
2097152,1024,32,4,0.069135,0.282095,0.282095,1.519,0.761,0.335,243.56
2097152,1024,32,4,0.077827,0.272758,0.272758,1.496,0.772,0.371,242.02
2097152,1024,32,4,0.097507,0.271874,0.271874,1.561,0.759,0.301,245.25
2097152,1024,32,4,0.077797,0.306207,0.306207,1.651,0.787,0.301,247.93
2097152,1024,32,4,0.098487,0.279290,0.279290,1.580,0.763,0.282,244.02
2097152,1024,32,4,0.097877,0.271670,0.271670,1.579,0.761,0.276,243.72
2097152,1024,32,4,0.077741,0.286516,0.286516,1.573,0.774,0.333,246.13
2097152,1024,32,4,0.077707,0.269483,0.269483,1.501,0.753,0.318,241.40
2097152,1024,32,4,0.078227,0.270027,0.270027,1.480,0.757,0.339,240.33
2097152,1024,32,4,0.101120,0.269545,0.269545,1.564,0.762,0.294,243.82
2097152,1024,32,4,0.077883,0.272441,0.272441,1.533,0.757,0.287,240.53
2097152,1024,32,4,0.077795,0.274281,0.274281,1.530,0.761,0.318,242.88
2097152,1024,32,4,0.077717,0.272075,0.272075,1.526,0.750,0.280,240.87
2097152,1024,32,4,0.077790,0.270101,0.270101,1.488,0.757,0.324,239.49
2097152,1024,32,4,0.077735,0.285350,0.285350,1.520,0.766,0.339,242.67
2097152,1024,32,4,0.107034,0.271376,0.271376,1.593,0.769,0.281,243.49
2097152,1024,32,4,0.032115,0.292660,0.292660,1.352,0.711,0.306,233.07
2097152,1024,32,4,0.078048,0.269207,0.269207,1.469,0.754,0.347,240.90
2097152,1024,32,4,0.077934,0.270236,0.270236,1.493,0.753,0.321,240.79
2097152,1024,32,4,0.077967,0.269705,0.269705,1.520,0.753,0.295,241.14
2097152,1024,32,4,0.077708,0.325746,0.325746,1.690,0.807,0.346,252.23
2097152,1024,32,4,0.073007,0.274008,0.274008,1.500,0.754,0.331,242.87
2097152,1024,32,4,0.109621,0.270658,0.270658,1.597,0.804,0.254,230.45
2097152,1024,32,4,0.077808,0.269357,0.269357,1.506,0.755,0.309,240.24
2097152,1024,32,4,0.092018,0.270570,0.270570,1.550,0.761,0.288,241.57
2097152,1024,32,4,0.054048,0.289913,0.289913,1.489,0.737,0.289,241.19
2097152,1024,32,4,0.031718,0.291376,0.291376,1.370,0.707,0.281,233.53
2097152,1024,32,4,0.074846,0.270590,0.270590,1.502,0.752,0.310,240.90
2097152,1024,32,4,0.093090,0.272241,0.272241,1.515,0.759,0.312,240.76
2097152,1024,32,4,0.071222,0.269694,0.269694,1.496,0.758,0.309,238.31
2097152,1024,32,4,0.022967,0.322089,0.322089,1.426,0.721,0.270,235.33
