A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
5000,5000,5000,16,0.493,51.179,2.049,53.721
5000,5000,5000,16,0.514,51.175,1.778,53.467
5000,5000,5000,16,0.491,51.394,1.947,53.832
5000,5000,5000,16,0.521,51.586,2.148,54.256
5000,5000,5000,16,0.501,51.425,1.888,53.814
5000,5000,5000,16,0.526,51.739,2.221,54.486
5000,5000,5000,16,0.510,51.455,2.019,53.984
5000,5000,5000,16,0.504,51.774,2.496,54.774
5000,5000,5000,16,0.528,51.211,1.740,53.479
5000,5000,5000,16,0.498,51.745,2.378,54.620
5000,5000,5000,16,0.505,51.386,1.756,53.647
5000,5000,5000,16,0.611,51.281,2.112,54.004
5000,5000,5000,16,0.495,51.842,2.636,54.973
5000,5000,5000,16,0.499,51.145,1.805,53.448
5000,5000,5000,16,0.518,51.665,2.191,54.373
