A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
5000,5000,5000,8,0.186,50.418,0.710,51.314
5000,5000,5000,8,0.202,50.355,0.740,51.297
5000,5000,5000,8,0.210,50.588,0.733,51.531
5000,5000,5000,8,0.205,50.576,0.712,51.493
5000,5000,5000,8,0.204,50.489,0.643,51.336
5000,5000,5000,8,0.202,50.591,0.720,51.513
5000,5000,5000,8,0.207,50.532,0.834,51.572
5000,5000,5000,8,0.204,50.587,0.741,51.532
5000,5000,5000,8,0.204,50.652,0.768,51.623
5000,5000,5000,8,0.204,50.549,0.637,51.390
5000,5000,5000,8,0.202,50.600,0.723,51.524
5000,5000,5000,8,0.206,50.556,0.772,51.534
5000,5000,5000,8,0.205,50.711,0.686,51.601
5000,5000,5000,8,0.204,50.725,0.894,51.823
5000,5000,5000,8,0.228,50.907,0.665,51.800
