A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
5000,5000,5000,2,0.118,107.165,0.133,107.417
5000,5000,5000,2,0.133,107.117,0.149,107.398
5000,5000,5000,2,0.133,107.176,0.128,107.437
5000,5000,5000,2,0.132,107.436,0.123,107.691
5000,5000,5000,2,0.137,107.134,0.115,107.386
5000,5000,5000,2,0.135,107.190,0.138,107.462
5000,5000,5000,2,0.138,107.128,0.137,107.403
5000,5000,5000,2,0.137,107.133,0.113,107.384
5000,5000,5000,2,0.133,107.049,0.141,107.322
5000,5000,5000,2,0.137,107.170,0.139,107.446
5000,5000,5000,2,0.137,107.079,0.137,107.353
5000,5000,5000,2,0.133,107.140,0.115,107.388
5000,5000,5000,2,0.132,107.082,0.138,107.351
5000,5000,5000,2,0.137,106.936,0.129,107.202
5000,5000,5000,2,0.133,106.888,0.125,107.146
