A_rows,A_columns,B_columns,processes,read,dotprod_write,elapsed
500,500,500,32,0.358,1.411,1.769
500,500,500,32,0.380,1.414,1.794
500,500,500,32,0.409,1.291,1.700
500,500,500,32,0.379,1.300,1.680
500,500,500,32,0.369,1.222,1.591
500,500,500,32,0.344,1.271,1.615
500,500,500,32,0.353,1.126,1.479
500,500,500,32,0.375,1.163,1.537
500,500,500,32,0.360,1.224,1.584
500,500,500,32,0.337,1.243,1.580
500,500,500,32,0.376,1.276,1.652
500,500,500,32,0.367,1.485,1.851
500,500,500,32,0.330,1.269,1.599
500,500,500,32,0.360,1.241,1.601
500,500,500,32,0.346,1.135,1.481
500,500,500,32,0.393,1.450,1.843
500,500,500,32,0.366,1.198,1.564
500,500,500,32,0.392,1.307,1.699
500,500,500,32,0.360,1.501,1.861
500,500,500,32,0.417,1.313,1.730
500,500,500,32,0.402,1.392,1.794
500,500,500,32,0.387,1.343,1.730
500,500,500,32,0.349,1.300,1.648
500,500,500,32,0.396,1.157,1.553
500,500,500,32,0.384,1.481,1.864
500,500,500,32,0.397,1.385,1.782
500,500,500,32,0.386,1.314,1.700
500,500,500,32,0.350,1.308,1.658
500,500,500,32,0.334,1.383,1.717
500,500,500,32,0.409,1.479,1.888
500,500,500,32,0.370,1.354,1.724
500,500,500,32,0.393,1.339,1.732
500,500,500,32,0.365,1.380,1.745
500,500,500,32,0.328,1.212,1.540
500,500,500,32,0.401,1.329,1.730
500,500,500,32,0.419,1.478,1.897
500,500,500,32,0.388,1.359,1.747
500,500,500,32,0.360,1.183,1.543
500,500,500,32,0.379,1.487,1.865
500,500,500,32,0.329,1.375,1.704
500,500,500,32,0.344,1.465,1.808
500,500,500,32,0.373,1.385,1.758
500,500,500,32,0.343,1.176,1.519
500,500,500,32,0.368,1.330,1.698
500,500,500,32,0.358,1.327,1.685
500,500,500,32,0.377,1.266,1.642
500,500,500,32,0.406,1.330,1.736
500,500,500,32,0.397,1.275,1.671
500,500,500,32,0.433,1.329,1.761
500,500,500,32,0.375,1.412,1.787
500,500,500,32,0.405,1.298,1.703
500,500,500,32,0.378,1.408,1.786
500,500,500,32,0.373,1.492,1.865
500,500,500,32,0.356,1.268,1.624
500,500,500,32,0.364,1.186,1.550
500,500,500,32,0.351,1.372,1.723
500,500,500,32,0.341,1.431,1.773
500,500,500,32,0.356,1.219,1.575
500,500,500,32,0.364,1.320,1.684
500,500,500,32,0.410,1.313,1.724
500,500,500,32,0.353,1.424,1.777
500,500,500,32,0.394,1.350,1.744
500,500,500,32,0.381,1.263,1.645
500,500,500,32,0.400,1.369,1.769
500,500,500,32,0.432,1.305,1.738
500,500,500,32,0.418,1.475,1.893
500,500,500,32,0.341,1.367,1.708
500,500,500,32,0.382,1.356,1.738
500,500,500,32,0.398,1.418,1.816
500,500,500,32,0.373,1.314,1.688
500,500,500,32,0.393,1.394,1.787
500,500,500,32,0.337,1.178,1.515
500,500,500,32,0.369,1.271,1.640
500,500,500,32,0.381,1.321,1.702
500,500,500,32,0.419,1.496,1.915
500,500,500,32,0.334,1.185,1.519
500,500,500,32,0.381,1.213,1.593
500,500,500,32,0.337,1.262,1.599
500,500,500,32,0.335,1.148,1.482
500,500,500,32,0.366,1.248,1.614
500,500,500,32,0.366,1.290,1.657
500,500,500,32,0.335,1.132,1.467
500,500,500,32,0.344,1.511,1.855
500,500,500,32,0.379,1.292,1.671
500,500,500,32,0.414,1.394,1.808
500,500,500,32,0.379,1.407,1.786
500,500,500,32,0.421,1.300,1.721
500,500,500,32,0.339,1.388,1.727
500,500,500,32,0.371,1.122,1.493
500,500,500,32,0.384,1.286,1.670
500,500,500,32,0.444,1.488,1.932
500,500,500,32,0.378,1.274,1.652
500,500,500,32,0.331,1.451,1.782
500,500,500,32,0.367,1.210,1.578
500,500,500,32,0.345,1.242,1.587
500,500,500,32,0.438,1.379,1.817
500,500,500,32,0.380,1.361,1.741
500,500,500,32,0.367,1.013,1.380
500,500,500,32,0.375,1.411,1.786
500,500,500,32,0.368,1.249,1.618
