A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
500,500,500,2,0.002,0.083,0.002,0.087
500,500,500,2,0.001,0.087,0.002,0.090
500,500,500,2,0.001,0.089,0.002,0.092
500,500,500,2,0.002,0.092,0.002,0.095
500,500,500,2,0.001,0.094,0.002,0.097
500,500,500,2,0.002,0.095,0.002,0.098
500,500,500,2,0.002,0.095,0.002,0.098
500,500,500,2,0.002,0.096,0.002,0.099
500,500,500,2,0.002,0.099,0.002,0.102
500,500,500,2,0.002,0.099,0.002,0.102
500,500,500,2,0.002,0.099,0.002,0.102
500,500,500,2,0.002,0.099,0.002,0.102
500,500,500,2,0.002,0.099,0.002,0.102
500,500,500,2,0.002,0.099,0.002,0.102
500,500,500,2,0.002,0.099,0.002,0.102
