row,columns,threads,init,dotprod,user,elapsed,sys,pCPU
8000,8000,16,0.484473,0.179171,0.347,0.128,0.343,538.69
8000,8000,16,0.490724,0.171837,0.345,0.124,0.345,557.15
8000,8000,16,0.489461,0.173181,0.312,0.122,0.380,565.68
8000,8000,16,0.487441,0.174660,0.339,0.119,0.350,579.38
8000,8000,16,0.496371,0.174567,0.351,0.120,0.347,583.85
8000,8000,16,0.502731,0.175816,0.338,0.116,0.367,606.61
8000,8000,16,0.491580,0.172759,0.360,0.123,0.331,562.43
8000,8000,16,0.488618,0.174870,0.351,0.125,0.339,553.56
8000,8000,16,0.467974,0.175311,0.341,0.119,0.332,563.99
8000,8000,16,0.489371,0.173798,0.339,0.127,0.351,544.77
8000,8000,16,0.483309,0.167150,0.340,0.118,0.336,574.37
8000,8000,16,0.470222,0.172433,0.329,0.118,0.341,567.59
8000,8000,16,0.485788,0.169046,0.319,0.121,0.363,564.87
8000,8000,16,0.475933,0.174677,0.324,0.113,0.353,599.78
8000,8000,16,0.493496,0.178991,0.327,0.118,0.373,590.35
8000,8000,16,0.491457,0.175729,0.355,0.121,0.339,574.76
8000,8000,16,0.469275,0.170901,0.346,0.121,0.321,553.50
8000,8000,16,0.489988,0.170445,0.331,0.118,0.355,580.40
8000,8000,16,0.472743,0.176434,0.352,0.117,0.324,576.87
8000,8000,16,0.480661,0.175714,0.331,0.118,0.352,580.06
8000,8000,16,0.489924,0.180727,0.355,0.124,0.343,562.28
8000,8000,16,0.463556,0.172946,0.347,0.121,0.315,547.98
8000,8000,16,0.456402,0.173078,0.352,0.124,0.303,529.37
8000,8000,16,0.467131,0.172982,0.360,0.120,0.308,558.23
8000,8000,16,0.479847,0.170664,0.351,0.121,0.326,561.28
8000,8000,16,0.469357,0.173895,0.327,0.116,0.343,575.49
8000,8000,16,0.492210,0.177670,0.340,0.119,0.359,588.56
8000,8000,16,0.477007,0.178044,0.364,0.120,0.317,567.60
8000,8000,16,0.470883,0.175703,0.339,0.117,0.335,576.31
8000,8000,16,0.488431,0.175596,0.369,0.122,0.322,564.63
8000,8000,16,0.483085,0.174931,0.367,0.124,0.317,552.85
8000,8000,16,0.466504,0.174405,0.332,0.120,0.336,554.37
8000,8000,16,0.476844,0.173843,0.342,0.116,0.338,588.11
8000,8000,16,0.476549,0.180994,0.350,0.118,0.334,581.68
8000,8000,16,0.503678,0.175377,0.385,0.117,0.322,602.90
8000,8000,16,0.490402,0.176106,0.326,0.120,0.367,579.19
8000,8000,16,0.474353,0.169562,0.300,0.119,0.374,566.60
8000,8000,16,0.471258,0.177170,0.330,0.118,0.346,571.06
8000,8000,16,0.493038,0.177692,0.310,0.118,0.387,592.03
8000,8000,16,0.463472,0.177351,0.300,0.119,0.368,562.92
8000,8000,16,0.492227,0.176287,0.307,0.118,0.388,589.58
8000,8000,16,0.483201,0.172852,0.361,0.120,0.322,570.53
8000,8000,16,0.484003,0.175370,0.375,0.116,0.312,592.24
8000,8000,16,0.496401,0.175227,0.390,0.120,0.308,580.36
8000,8000,16,0.464979,0.176364,0.336,0.117,0.332,570.16
8000,8000,16,0.489966,0.172306,0.332,0.121,0.357,570.90
8000,8000,16,0.473212,0.169700,0.324,0.120,0.344,558.14
8000,8000,16,0.470773,0.176436,0.338,0.119,0.338,567.71
8000,8000,16,0.490651,0.175745,0.351,0.121,0.342,573.77
8000,8000,16,0.482524,0.168070,0.326,0.123,0.350,548.16
8000,8000,16,0.462371,0.176976,0.325,0.122,0.340,545.68
8000,8000,16,0.472338,0.175905,0.342,0.120,0.334,564.61
8000,8000,16,0.475003,0.175881,0.362,0.120,0.316,565.09
8000,8000,16,0.485717,0.173380,0.325,0.117,0.361,583.69
8000,8000,16,0.489095,0.171682,0.358,0.121,0.333,571.51
8000,8000,16,0.462758,0.173207,0.347,0.117,0.316,564.36
8000,8000,16,0.487827,0.178758,0.327,0.121,0.366,573.99
8000,8000,16,0.474540,0.173766,0.348,0.119,0.328,568.50
8000,8000,16,0.468795,0.175781,0.328,0.118,0.343,566.61
8000,8000,16,0.492130,0.174461,0.335,0.117,0.363,598.26
8000,8000,16,0.495980,0.173304,0.359,0.124,0.339,563.08
8000,8000,16,0.465833,0.171872,0.342,0.118,0.322,564.07
8000,8000,16,0.495401,0.175203,0.325,0.125,0.372,556.47
8000,8000,16,0.465864,0.169146,0.337,0.117,0.324,563.17
8000,8000,16,0.465640,0.172401,0.321,0.119,0.347,563.72
8000,8000,16,0.492447,0.175197,0.358,0.119,0.337,582.50
8000,8000,16,0.471196,0.172746,0.362,0.119,0.309,563.89
8000,8000,16,0.490216,0.175542,0.377,0.122,0.315,569.79
8000,8000,16,0.484692,0.169079,0.330,0.118,0.350,576.30
8000,8000,16,0.469268,0.173803,0.355,0.118,0.319,570.52
8000,8000,16,0.487250,0.174880,0.329,0.121,0.360,570.74
8000,8000,16,0.479171,0.171093,0.363,0.118,0.314,573.57
8000,8000,16,0.485830,0.174802,0.323,0.115,0.364,597.18
8000,8000,16,0.491776,0.182572,0.323,0.123,0.379,571.66
8000,8000,16,0.473997,0.172007,0.348,0.120,0.325,558.99
8000,8000,16,0.474352,0.178934,0.353,0.117,0.328,580.29
8000,8000,16,0.491133,0.175813,0.330,0.123,0.363,563.32
