NPoints,K,NClusters,processes,generate,classify,total,user,elapsed,sys,pCPU
4194304,4096,30,8,0.017533,0.891924,0.891924,5.414,0.914,0.028,595.77
4194304,4096,30,8,0.017840,0.919090,0.919090,5.609,0.941,0.024,598.71
4194304,4096,30,8,0.016350,0.906432,0.906432,5.522,0.927,0.036,599.73
4194304,4096,30,8,0.017422,0.905595,0.905595,5.523,0.927,0.036,599.69
4194304,4096,30,8,0.017380,0.888814,0.888814,5.414,0.910,0.040,599.18
4194304,4096,30,8,0.017382,0.931738,0.931738,5.652,0.953,0.064,599.61
4194304,4096,30,8,0.017493,0.901796,0.901796,5.502,0.923,0.036,599.85
4194304,4096,30,8,0.017488,0.885032,0.885032,5.412,0.907,0.020,599.26
4194304,4096,30,8,0.017577,0.895060,0.895060,5.450,0.917,0.040,598.88
4194304,4096,30,8,0.017502,0.891922,0.891922,5.441,0.914,0.032,599.19
