NPoints,K,NClusters,processes,generate,classify,total,user,elapsed,sys,pCPU
4194304,4096,30,2,0.029977,1.147655,1.147655,2.203,1.181,0.024,188.59
4194304,4096,30,2,0.034636,1.260166,1.260166,2.435,1.298,0.020,189.11
4194304,4096,30,2,0.034766,1.203128,1.203128,2.314,1.241,0.032,188.94
4194304,4096,30,2,0.034696,1.182939,1.182939,2.287,1.221,0.020,188.92
4194304,4096,30,2,0.034613,1.168854,1.168854,2.248,1.207,0.032,188.96
4194304,4096,30,2,0.034540,1.173934,1.173934,2.256,1.212,0.032,188.75
4194304,4096,30,2,0.034617,1.195752,1.195752,2.308,1.234,0.024,188.99
4194304,4096,30,2,0.034656,1.295060,1.295060,2.494,1.333,0.028,189.20
4194304,4096,30,2,0.034663,1.172167,1.172167,2.269,1.210,0.016,188.76
4194304,4096,30,2,0.034818,1.174770,1.174770,2.279,1.213,0.012,188.90
