NPoints,K,NClusters,processes,generate,classify,total,user,elapsed,sys,pCPU
4194304,4096,30,4,0.025686,0.901145,0.901145,3.084,0.931,0.028,334.40
4194304,4096,30,4,0.030262,0.941720,0.941720,3.257,0.976,0.032,336.97
4194304,4096,30,4,0.030281,0.940762,0.940762,3.247,0.975,0.024,335.50
4194304,4096,30,4,0.030813,0.963659,0.963659,3.340,0.999,0.032,337.69
4194304,4096,30,4,0.026961,0.917851,0.917851,3.128,0.949,0.040,333.91
4194304,4096,30,4,0.030639,0.953247,0.953247,3.271,0.988,0.048,335.97
4194304,4096,30,4,0.030285,0.913792,0.913792,3.134,0.948,0.032,333.96
4194304,4096,30,4,0.030273,0.931046,0.931046,3.181,0.965,0.048,334.51
4194304,4096,30,4,0.030315,0.946727,0.946727,3.267,0.981,0.024,335.42
4194304,4096,30,4,0.030318,0.927059,0.927059,3.181,0.961,0.040,335.10
