| Version  | Processes |        user        |    generatePoints    |   classifyPoint    |       Total        |      Speedup       |      Efficiency     |
|  Serial  |     1     |       1.761        |      0.0589969       | 1.7198651000000003 | 1.7198651000000003 |        1.0         |         1.0         |
| Parallel |     1     |       1.8178       | 0.056837000000000006 | 1.7769477000000002 | 1.7769477000000002 | 0.9678760382199206 |  0.9678760382199206 |
| Parallel |     2     |       2.3026       | 0.034223100000000006 |     1.1918755      |     1.1918755      | 1.4429905640312266 |  0.7214952820156133 |
| Parallel |     4     | 3.2089999999999996 |      0.0295833       | 0.9337007999999999 | 0.9337007999999999 | 1.8419873903931543 |  0.4604968475982886 |
| Parallel |     8     |       5.4939       |      0.0173967       | 0.9017402999999999 | 0.9017402999999999 | 1.907273191627346  | 0.23840914895341825 |
| Parallel |     16    |       4.7464       | 0.016500300000000002 | 0.8916089999999999 | 0.8916089999999999 | 1.9289454233862606 | 0.12055908896164129 |
