NPoints,K,NClusters,processes,generate,classify,total,user,elapsed,sys,pCPU
15,856;2,422;1,073;698,96
15,986;2,448;1,083;697,26
19,522;2,911;1,329;716,30
20,343;2,981;1,016;716,74
20,136;2,962;1,103;717,29
19,281;2,874;1,246;714,21
19,909;2,950;1,237;716,79
23,709;3,425;1,161;726,34
18,423;2,769;1,239;710,09
25,868;3,718;1,364;732,43
19,003;2,825;1,101;711,89
17,143;2,607;1,160;702,35
16,251;2,490;1,179;700,00
14,916;2,325;1,197;693,04
22,868;3,335;1,299;724,85
16,817;2,561;1,121;700,44
17,456;2,651;1,275;706,81
21,239;3,130;1,290;719,99
21,083;3,097;1,270;721,78
17,364;2,634;1,181;704,32
18,165;2,713;1,134;711,62
17,546;2,656;1,231;706,95
16,102;2,464;1,108;698,74
16,612;2,533;1,122;700,10
17,014;2,570;1,084;704,44
19,460;2,898;1,225;713,73
23,691;3,434;1,278;727,33
21,777;3,194;1,277;721,78
21,901;3,209;1,349;724,73
18,531;2,763;1,040;708,57
18,473;2,761;1,088;708,72
21,656;3,166;1,224;722,67
22,228;3,241;1,226;723,65
17,810;2,678;1,165;708,55
15,994;2,475;1,351;700,80
17,540;2,652;1,160;705,42
16,522;2,514;1,086;700,67
16,590;2,530;1,163;701,96
16,504;2,510;1,168;704,34
16,417;2,497;1,097;701,40
21,804;3,194;1,230;721,14
19,648;2,926;1,275;715,29
23,457;3,402;1,214;725,18
21,133;3,102;1,150;718,56
18,250;2,726;1,125;710,76
19,663;2,912;1,276;719,05
22,730;3,295;1,116;723,69
17,880;2,674;1,159;711,98
14,960;2,329;1,171;692,61
15,510;2,390;1,131;696,54
16,111;2,462;1,151;701,39
17,971;2,702;1,130;707,18
16,942;2,574;1,109;701,28
20,492;3,033;1,319;719,12
19,198;2,857;1,208;714,24
17,591;2,650;1,202;709,45
17,109;2,582;1,031;702,56
18,074;2,713;1,228;711,47
18,723;2,794;1,139;711,15
23,060;3,334;1,127;725,45
22,446;3,274;1,231;723,41
15,485;2,382;1,089;696,12
21,512;3,142;1,147;721,37
20,696;3,072;1,342;717,59
17,011;2,581;1,145;703,46
19,242;2,865;1,179;713,00
17,857;2,670;1,210;714,39
19,288;2,874;1,272;715,61
20,407;3,023;1,304;718,45
19,123;2,836;1,148;715,02
13,792;2,183;1,139;683,93
21,883;3,202;1,320;724,85
15,955;2,465;1,332;701,32
21,724;3,155;1,037;721,65
19,126;2,845;1,170;713,65
15,559;2,390;1,060;695,34
19,453;2,897;1,204;713,28
15,866;2,430;1,036;695,54
20,059;2,982;1,371;718,87
21,300;3,137;1,323;721,39
15,332;2,364;1,084;694,68
17,383;2,619;1,120;706,49
16,837;2,562;1,192;703,70
21,291;3,129;1,240;720,06
21,836;3,194;1,250;722,77
25,570;3,674;1,344;732,76
19,259;2,840;1,099;717,08
21,746;3,188;1,278;722,44
15,263;2,360;1,157;695,76
18,870;2,810;1,104;710,83
13,688;2,150;1,023;684,58
20,633;3,026;1,143;719,86
15,665;2,403;1,129;699,16
16,260;2,485;1,184;701,96
15,939;2,453;1,208;699,00
19,043;2,821;1,040;712,16
21,750;3,170;1,136;721,97
14,744;2,292;1,107;691,58
21,855;3,193;1,224;722,81
22,766;3,325;1,339;724,94
