NPoints,K,NClusters,processes,generate,classify,total,user,elapsed,sys,pCPU
131072,1024,16,1,0.004507,6.256971,6.256971,6.260,6.594,0.031,95.41
131072,1024,16,1,0.004009,6.598674,6.598674,6.616,6.936,0.020,95.68
131072,1024,16,1,0.001500,6.341566,6.341566,6.352,6.379,0.008,99.70
131072,1024,16,1,0.004014,6.587593,6.587593,6.602,6.923,0.024,95.70
131072,1024,16,1,0.001426,6.353385,6.353385,6.359,6.388,0.012,99.72
131072,1024,16,1,0.004348,6.574598,6.574598,6.590,6.912,0.024,95.68
131072,1024,16,1,0.001427,6.333119,6.333119,6.336,6.368,0.015,99.73
131072,1024,16,1,0.003993,6.585580,6.585580,6.604,6.922,0.020,95.69
131072,1024,16,1,0.001445,6.333186,6.333186,6.339,6.366,0.004,99.62
131072,1024,16,1,0.004009,6.226638,6.226638,6.236,6.564,0.026,95.40
131072,1024,16,1,0.001897,6.582630,6.582630,6.596,6.910,0.016,95.69
131072,1024,16,1,0.001429,6.340209,6.340209,6.343,6.374,0.015,99.75
131072,1024,16,1,0.004047,6.557612,6.557612,6.569,6.895,0.027,95.66
131072,1024,16,1,0.001376,6.340063,6.340063,6.342,6.377,0.012,99.64
131072,1024,16,1,0.004007,6.557178,6.557178,6.575,6.891,0.020,95.70
131072,1024,16,1,0.001426,6.326540,6.326540,6.329,6.367,0.012,99.59
131072,1024,16,1,0.004018,6.570021,6.570021,6.581,6.901,0.027,95.74
131072,1024,16,1,0.001430,6.337468,6.337468,6.336,6.374,0.016,99.66
131072,1024,16,1,0.004006,6.553027,6.553027,6.570,6.890,0.022,95.67
131072,1024,16,1,0.001429,6.352836,6.352836,6.359,6.389,0.008,99.65
131072,1024,16,1,0.003769,6.575044,6.575044,6.584,6.911,0.027,95.66
131072,1024,16,1,0.001426,6.318700,6.318700,6.328,6.355,0.008,99.70
131072,1024,16,1,0.004005,6.571234,6.571234,6.588,6.907,0.022,95.69
131072,1024,16,1,0.001425,6.347124,6.347124,6.354,6.382,0.011,99.73
131072,1024,16,1,0.004031,6.576134,6.576134,6.574,6.916,0.037,95.60
131072,1024,16,1,0.001427,6.336063,6.336063,6.339,6.370,0.015,99.74
131072,1024,16,1,0.004001,6.243302,6.243302,6.252,6.581,0.025,95.38
131072,1024,16,1,0.004534,6.565996,6.565996,6.568,6.907,0.042,95.69
131072,1024,16,1,0.001427,6.347345,6.347345,6.350,6.383,0.015,99.70
131072,1024,16,1,0.004016,6.598381,6.598381,6.609,6.933,0.027,95.72
131072,1024,16,1,0.002669,6.327019,6.327019,6.334,6.377,0.021,99.64
131072,1024,16,1,0.004012,6.547615,6.547615,6.563,6.884,0.022,95.66
131072,1024,16,1,0.001379,6.355538,6.355538,6.357,6.391,0.014,99.68
131072,1024,16,1,0.004017,6.559662,6.559662,6.570,6.894,0.027,95.69
131072,1024,16,1,0.001426,6.343415,6.343415,6.339,6.378,0.019,99.68
131072,1024,16,1,0.004008,6.574714,6.574714,6.589,6.913,0.025,95.68
131072,1024,16,1,0.001423,6.350841,6.350841,6.361,6.386,0.004,99.66
131072,1024,16,1,0.004017,6.567930,6.567930,6.587,6.902,0.019,95.70
131072,1024,16,1,0.001382,6.334760,6.334760,6.342,6.373,0.009,99.66
131072,1024,16,1,0.003982,6.228485,6.228485,6.230,6.564,0.031,95.38
131072,1024,16,1,0.003776,6.569437,6.569437,6.589,6.903,0.016,95.68
131072,1024,16,1,0.001380,6.335563,6.335563,6.344,6.370,0.008,99.72
131072,1024,16,1,0.003989,6.233881,6.233881,6.242,6.569,0.025,95.40
131072,1024,16,1,0.004024,6.229690,6.229690,6.233,6.568,0.031,95.36
131072,1024,16,1,0.003724,6.579136,6.579136,6.588,6.916,0.029,95.66
131072,1024,16,1,0.001424,6.327867,6.327867,6.325,6.364,0.020,99.71
131072,1024,16,1,0.004004,6.557406,6.557406,6.574,6.896,0.022,95.64
131072,1024,16,1,0.001395,6.328736,6.328736,6.338,6.364,0.008,99.70
131072,1024,16,1,0.004011,6.573486,6.573486,6.593,6.906,0.019,95.73
131072,1024,16,1,0.001379,6.339205,6.339205,6.352,6.372,0.004,99.75
131072,1024,16,1,0.004017,6.588916,6.588916,6.603,6.924,0.024,95.71
131072,1024,16,1,0.001431,6.333200,6.333200,6.339,6.366,0.012,99.75
131072,1024,16,1,0.004008,6.558808,6.558808,6.575,6.895,0.022,95.68
131072,1024,16,1,0.001385,6.316288,6.316288,6.317,6.352,0.012,99.63
131072,1024,16,1,0.004008,6.230898,6.230898,6.236,6.570,0.030,95.37
131072,1024,16,1,0.004014,6.565695,6.565695,6.574,6.903,0.031,95.68
131072,1024,16,1,0.001425,6.316232,6.316232,6.322,6.352,0.012,99.70
131072,1024,16,1,0.001761,6.580969,6.580969,6.602,6.914,0.016,95.72
131072,1024,16,1,0.001430,6.333850,6.333850,6.334,6.368,0.015,99.70
131072,1024,16,1,0.004024,6.548147,6.548147,6.550,6.885,0.037,95.68
131072,1024,16,1,0.001381,6.310803,6.310803,6.316,6.343,0.011,99.75
131072,1024,16,1,0.004010,6.546957,6.546957,6.558,6.882,0.027,95.68
131072,1024,16,1,0.001440,6.318571,6.318571,6.320,6.354,0.016,99.71
131072,1024,16,1,0.004051,6.566003,6.566003,6.580,6.902,0.024,95.69
131072,1024,16,1,0.001428,6.351000,6.351000,6.364,6.387,0.004,99.71
131072,1024,16,1,0.004004,6.545762,6.545762,6.562,6.881,0.022,95.68
131072,1024,16,1,0.001385,6.334048,6.334048,6.338,6.369,0.012,99.68
131072,1024,16,1,0.003994,6.570120,6.570120,6.584,6.906,0.025,95.70
131072,1024,16,1,0.001444,6.334650,6.334650,6.336,6.371,0.016,99.71
131072,1024,16,1,0.004046,6.567352,6.567352,6.585,6.903,0.021,95.69
131072,1024,16,1,0.001424,6.330061,6.330061,6.333,6.364,0.012,99.69
131072,1024,16,1,0.003997,6.582558,6.582558,6.598,6.918,0.022,95.69
131072,1024,16,1,0.001429,6.362945,6.362945,6.372,6.398,0.008,99.71
131072,1024,16,1,0.004023,6.547356,6.547356,6.560,6.887,0.025,95.61
131072,1024,16,1,0.001428,6.333272,6.333272,6.343,6.368,0.008,99.73
131072,1024,16,1,0.004014,6.559020,6.559020,6.569,6.891,0.027,95.72
131072,1024,16,1,0.001425,6.318935,6.318935,6.329,6.355,0.004,99.66
131072,1024,16,1,0.003995,6.556889,6.556889,6.570,6.893,0.025,95.68
131072,1024,16,1,0.001381,6.323746,6.323746,6.322,6.360,0.016,99.65
131072,1024,16,1,0.004616,6.584752,6.584752,6.591,6.923,0.033,95.66
