NPoints,K,NClusters,processes,generate,classify,total,user,elapsed,sys,pCPU
131072,1024,16,8,0.006974,0.987286,0.987286,8.016,1.374,0.518,621.01
131072,1024,16,8,0.006906,0.990075,0.990075,8.010,1.375,0.527,620.94
131072,1024,16,8,0.006892,0.986428,0.986428,7.987,1.378,0.567,620.62
131072,1024,16,8,0.002376,0.996062,0.996062,8.012,1.363,0.449,620.62
131072,1024,16,8,0.006911,0.973751,0.973751,7.836,1.363,0.579,617.14
131072,1024,16,8,0.002383,0.986409,0.986409,7.895,1.354,0.501,620.23
131072,1024,16,8,0.002402,0.974023,0.974023,7.795,1.341,0.483,617.08
131072,1024,16,8,0.002358,0.997121,0.997121,8.014,1.360,0.442,621.74
131072,1024,16,8,0.002385,0.982991,0.982991,7.882,1.352,0.480,618.57
131072,1024,16,8,0.006891,0.971471,0.971471,7.886,1.360,0.512,617.55
131072,1024,16,8,0.006877,0.987845,0.987845,7.984,1.378,0.567,620.53
131072,1024,16,8,0.006893,0.984977,0.984977,7.970,1.373,0.538,619.47
131072,1024,16,8,0.002397,0.998459,0.998459,8.016,1.367,0.468,620.79
131072,1024,16,8,0.006945,0.990452,0.990452,8.038,1.380,0.536,621.35
131072,1024,16,8,0.006912,0.991639,0.991639,8.031,1.386,0.541,618.71
131072,1024,16,8,0.006882,0.987381,0.987381,8.021,1.375,0.497,619.49
131072,1024,16,8,0.006908,0.971313,0.971313,7.901,1.365,0.524,617.13
131072,1024,16,8,0.006970,0.971240,0.971240,7.853,1.363,0.573,618.13
131072,1024,16,8,0.006878,0.986173,0.986173,8.005,1.377,0.543,620.90
131072,1024,16,8,0.006979,0.986284,0.986284,7.964,1.384,0.591,618.01
131072,1024,16,8,0.006920,0.992047,0.992047,8.064,1.388,0.523,618.85
131072,1024,16,8,0.006911,0.989358,0.989358,8.002,1.379,0.565,621.40
131072,1024,16,8,0.006963,0.971754,0.971754,7.849,1.362,0.566,618.07
131072,1024,16,8,0.007071,0.981913,0.981913,7.994,1.382,0.545,617.90
131072,1024,16,8,0.006924,0.993142,0.993142,8.013,1.388,0.605,621.09
131072,1024,16,8,0.006926,1.022953,1.022953,8.262,1.409,0.552,625.79
131072,1024,16,8,0.002408,0.971218,0.971218,7.834,1.343,0.470,618.35
131072,1024,16,8,0.007616,0.984759,0.984759,7.964,1.381,0.569,618.04
131072,1024,16,8,0.006887,0.992855,0.992855,8.005,1.381,0.580,621.84
131072,1024,16,8,0.006934,0.986382,0.986382,8.019,1.378,0.539,621.17
131072,1024,16,8,0.002377,0.987370,0.987370,7.923,1.369,0.557,619.23
131072,1024,16,8,0.006892,0.997881,0.997881,8.124,1.384,0.480,621.87
131072,1024,16,8,0.002384,0.994049,0.994049,7.947,1.359,0.504,621.80
131072,1024,16,8,0.006988,0.992466,0.992466,8.056,1.380,0.535,622.46
131072,1024,16,8,0.006913,0.983841,0.983841,7.980,1.377,0.555,619.93
131072,1024,16,8,0.006983,0.989308,0.989308,7.969,1.381,0.563,617.81
131072,1024,16,8,0.006947,0.986012,0.986012,8.031,1.375,0.482,619.26
131072,1024,16,8,0.006910,0.986362,0.986362,8.034,1.374,0.508,621.90
131072,1024,16,8,0.006884,0.971003,0.971003,7.824,1.368,0.626,617.93
131072,1024,16,8,0.006876,0.985885,0.985885,8.007,1.375,0.528,620.70
131072,1024,16,8,0.002368,0.990009,0.990009,7.954,1.355,0.453,620.68
131072,1024,16,8,0.007049,0.969082,0.969082,7.853,1.361,0.558,617.96
131072,1024,16,8,0.006876,0.981905,0.981905,7.980,1.381,0.553,617.97
131072,1024,16,8,0.002371,0.990395,0.990395,7.913,1.363,0.503,617.65
131072,1024,16,8,0.002374,1.000899,1.000899,8.026,1.364,0.454,621.46
131072,1024,16,8,0.006910,0.984545,0.984545,7.922,1.383,0.622,617.80
