NPoints,K,NClusters,processes,generate,classify,total,user,elapsed,sys,pCPU
16,583;2,513;1,073;702,61
13,780;2,170;1,109;686,40
15,128;2,349;1,169;693,77
15,079;2,326;0,992;691,20
16,034;2,481;1,288;698,19
19,253;2,862;1,233;715,77
15,376;2,379;1,146;694,75
18,411;2,748;1,100;709,97
20,333;3,002;1,187;716,85
14,234;2,238;1,174;688,43
12,512;2,001;1,007;675,61
12,900;2,063;1,109;679,35
20,446;3,021;1,199;716,48
15,011;2,337;1,175;692,58
13,419;2,138;1,202;684,17
13,541;2,126;1,041;686,20
19,422;2,882;1,232;716,92
13,654;2,150;1,079;685,60
17,406;2,626;1,137;706,10
13,372;2,118;1,066;682,00
18,463;2,791;1,400;711,94
13,425;2,117;1,089;685,60
19,873;2,950;1,200;714,60
19,630;2,942;1,367;713,70
13,755;2,165;1,099;686,12
14,159;2,214;1,172;692,77
13,583;2,134;0,968;682,17
18,134;2,714;1,087;708,21
14,231;2,226;1,109;689,42
11,712;1,918;1,123;669,19
18,001;2,697;1,110;708,61
17,262;2,594;1,080;707,38
12,622;2,025;1,130;679,42
13,679;2,161;1,110;684,39
14,948;2,322;1,162;694,07
11,845;1,926;1,045;669,26
18,286;2,742;1,132;708,44
15,925;2,454;1,210;698,53
14,747;2,290;1,087;691,45
14,429;2,257;1,149;690,24
17,527;2,670;1,356;707,22
17,346;2,638;1,264;705,71
18,450;2,782;1,382;713,10
19,136;2,847;1,156;713,00
14,223;2,217;1,087;690,60
13,470;2,110;0,966;684,52
18,307;2,730;1,085;710,59
19,045;2,842;1,200;712,62
14,706;2,279;1,022;690,43
12,509;2,017;1,075;673,50
14,711;2,282;1,109;693,26
13,010;2,080;1,152;681,19
17,678;2,664;1,194;708,67
18,812;2,822;1,283;712,08
13,857;2,174;1,220;693,84
13,937;2,194;1,117;686,44
14,813;2,302;1,067;689,84
10,686;1,766;1,028;663,64
12,300;1,989;1,070;672,17
14,552;2,270;1,148;691,94
18,049;2,710;1,122;707,42
16,812;2,554;1,242;706,89
11,255;1,858;1,083;664,44
18,297;2,729;1,157;713,11
15,641;2,430;1,207;693,58
18,847;2,822;1,234;711,85
12,653;2,026;1,103;678,96
11,714;1,902;1,077;672,83
14,306;2,229;1,042;688,58
14,288;2,226;1,126;692,74
11,060;1,814;0,961;662,72
15,216;2,350;1,075;693,53
13,493;2,125;1,044;684,12
14,371;2,234;1,006;688,64
13,517;2,138;1,056;681,92
14,516;2,266;1,143;691,32
17,885;2,698;1,244;709,28
12,087;1,967;1,127;671,79
16,335;2,498;1,159;700,32
15,958;2,448;1,194;700,94
15,719;2,413;1,067;695,65
14,340;2,226;1,047;691,22
15,858;2,429;1,050;696,40
18,933;2,851;1,397;713,34
14,175;2,215;1,060;688,12
15,262;2,366;1,112;692,03
17,682;2,669;1,162;706,26
13,986;2,187;1,036;687,21
13,250;2,101;1,093;683,02
17,490;2,642;1,158;705,81
17,013;2,567;1,028;703,08
13,773;2,169;1,169;689,18
17,855;2,690;1,188;707,94
18,569;2,765;1,051;709,55
13,630;2,158;1,125;683,76
12,296;1,966;1,077;680,55
13,826;2,178;1,099;685,58
20,069;2,974;1,261;717,21
11,577;1,893;1,045;666,74
16,171;2,467;1,084;699,68
