A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
2000,2000,2000,16,0.130,7.928,0.000,8.058
2000,2000,2000,16,0.118,7.900,0.000,8.018
2000,2000,2000,16,0.150,7.824,0.000,7.974
2000,2000,2000,16,0.190,7.604,0.000,7.794
2000,2000,2000,16,0.146,7.605,0.000,7.751
2000,2000,2000,16,0.130,7.779,0.000,7.909
2000,2000,2000,16,0.134,7.719,0.000,7.853
2000,2000,2000,16,0.170,7.655,0.000,7.824
2000,2000,2000,16,0.142,7.700,0.000,7.842
2000,2000,2000,16,0.146,7.802,0.000,7.948
2000,2000,2000,16,0.162,7.702,0.000,7.864
2000,2000,2000,16,0.218,7.567,0.000,7.785
2000,2000,2000,16,0.190,7.657,0.000,7.847
2000,2000,2000,16,0.122,7.615,0.000,7.737
2000,2000,2000,16,0.146,7.417,0.000,7.563
