A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1250,1250,1250,8,0.013,0.751,0.055,0.820
1250,1250,1250,8,0.015,0.816,0.074,0.905
1250,1250,1250,8,0.014,0.797,0.054,0.866
1250,1250,1250,8,0.015,0.792,0.048,0.855
1250,1250,1250,8,0.015,0.791,0.058,0.864
1250,1250,1250,8,0.015,0.797,0.053,0.865
1250,1250,1250,8,0.016,0.796,0.047,0.859
1250,1250,1250,8,0.015,0.816,0.075,0.906
1250,1250,1250,8,0.015,0.800,0.062,0.877
1250,1250,1250,8,0.015,0.793,0.052,0.860
1250,1250,1250,8,0.015,0.792,0.051,0.859
1250,1250,1250,8,0.015,0.796,0.060,0.871
1250,1250,1250,8,0.015,0.798,0.060,0.873
1250,1250,1250,8,0.015,0.791,0.050,0.856
1250,1250,1250,8,0.015,0.798,0.058,0.872
