A_rows,A_columns,B_columns,processes,read,dotprod_write,elapsed
1250,1250,1250,32,0.493,1.956,2.449
1250,1250,1250,32,0.541,1.960,2.500
1250,1250,1250,32,0.467,2.046,2.513
1250,1250,1250,32,0.487,1.972,2.458
1250,1250,1250,32,0.444,2.067,2.511
1250,1250,1250,32,0.468,2.079,2.547
1250,1250,1250,32,0.549,1.791,2.340
1250,1250,1250,32,0.515,2.073,2.588
1250,1250,1250,32,0.502,1.870,2.372
1250,1250,1250,32,0.439,2.051,2.491
1250,1250,1250,32,0.575,2.078,2.653
1250,1250,1250,32,0.499,2.295,2.794
1250,1250,1250,32,0.472,1.863,2.335
1250,1250,1250,32,0.444,1.863,2.307
1250,1250,1250,32,0.496,1.830,2.326
1250,1250,1250,32,0.477,1.973,2.449
1250,1250,1250,32,0.436,2.108,2.545
1250,1250,1250,32,0.405,1.937,2.342
1250,1250,1250,32,0.556,1.936,2.491
1250,1250,1250,32,0.400,1.889,2.289
1250,1250,1250,32,0.399,1.873,2.272
1250,1250,1250,32,0.440,2.064,2.503
1250,1250,1250,32,0.461,2.069,2.530
1250,1250,1250,32,0.455,1.920,2.375
1250,1250,1250,32,0.441,2.082,2.523
1250,1250,1250,32,0.427,2.189,2.616
1250,1250,1250,32,0.451,2.059,2.510
1250,1250,1250,32,0.427,2.024,2.451
1250,1250,1250,32,0.453,2.000,2.453
1250,1250,1250,32,0.413,2.137,2.549
1250,1250,1250,32,0.426,2.024,2.450
1250,1250,1250,32,0.384,2.016,2.400
1250,1250,1250,32,0.427,1.958,2.385
1250,1250,1250,32,0.454,2.155,2.609
1250,1250,1250,32,0.447,1.946,2.393
1250,1250,1250,32,0.371,2.047,2.418
1250,1250,1250,32,0.517,1.985,2.502
1250,1250,1250,32,0.479,1.975,2.454
1250,1250,1250,32,0.471,2.203,2.674
1250,1250,1250,32,0.436,2.232,2.668
1250,1250,1250,32,0.485,2.054,2.540
1250,1250,1250,32,0.473,2.220,2.692
1250,1250,1250,32,0.446,2.070,2.516
1250,1250,1250,32,0.422,1.957,2.379
1250,1250,1250,32,0.460,1.988,2.448
1250,1250,1250,32,0.505,2.171,2.676
1250,1250,1250,32,0.433,1.905,2.338
1250,1250,1250,32,0.379,1.945,2.324
1250,1250,1250,32,0.427,1.977,2.404
1250,1250,1250,32,0.377,1.854,2.231
1250,1250,1250,32,0.462,1.923,2.385
1250,1250,1250,32,0.476,2.127,2.603
1250,1250,1250,32,0.450,2.161,2.610
1250,1250,1250,32,0.484,2.085,2.569
1250,1250,1250,32,0.512,2.067,2.579
1250,1250,1250,32,0.399,2.064,2.463
1250,1250,1250,32,0.436,1.808,2.244
1250,1250,1250,32,0.376,2.034,2.410
1250,1250,1250,32,0.432,2.109,2.541
1250,1250,1250,32,0.404,2.129,2.533
1250,1250,1250,32,0.451,1.898,2.349
1250,1250,1250,32,0.447,2.049,2.497
1250,1250,1250,32,0.411,1.998,2.408
1250,1250,1250,32,0.468,1.959,2.427
1250,1250,1250,32,0.455,1.977,2.431
1250,1250,1250,32,0.463,2.116,2.579
1250,1250,1250,32,0.493,2.175,2.667
1250,1250,1250,32,0.467,2.114,2.581
1250,1250,1250,32,0.493,2.135,2.628
1250,1250,1250,32,0.449,2.069,2.518
1250,1250,1250,32,0.414,1.998,2.412
1250,1250,1250,32,0.397,2.059,2.456
1250,1250,1250,32,0.393,2.011,2.403
1250,1250,1250,32,0.522,1.921,2.443
1250,1250,1250,32,0.447,2.011,2.458
1250,1250,1250,32,0.371,1.909,2.280
1250,1250,1250,32,0.412,1.996,2.408
1250,1250,1250,32,0.452,2.041,2.493
1250,1250,1250,32,0.439,1.880,2.320
1250,1250,1250,32,0.505,1.931,2.436
1250,1250,1250,32,0.493,2.061,2.554
1250,1250,1250,32,0.428,2.053,2.481
1250,1250,1250,32,0.368,2.253,2.621
1250,1250,1250,32,0.351,2.091,2.443
1250,1250,1250,32,0.433,2.174,2.607
1250,1250,1250,32,0.477,2.014,2.491
1250,1250,1250,32,0.538,2.053,2.590
1250,1250,1250,32,0.471,1.846,2.317
1250,1250,1250,32,0.503,1.988,2.491
1250,1250,1250,32,0.332,2.150,2.481
1250,1250,1250,32,0.419,2.089,2.508
1250,1250,1250,32,0.498,2.077,2.576
1250,1250,1250,32,0.525,2.110,2.635
1250,1250,1250,32,0.373,1.999,2.372
1250,1250,1250,32,0.435,1.981,2.416
1250,1250,1250,32,0.384,1.889,2.273
1250,1250,1250,32,0.437,2.211,2.648
1250,1250,1250,32,0.432,1.811,2.243
1250,1250,1250,32,0.492,2.059,2.552
1250,1250,1250,32,0.419,2.055,2.474
