| Version  | Processes |     ReadFromFile     |     MatrixDot      |     WriteToFile      |      Elapsed      |      Speedup       |      Efficiency     |
|  Serial  |     1     | 0.012857142857142859 | 9.545714285714284  | 0.025714285714285714 | 9.584285714285715 |        1.0         |         1.0         |
| Parallel |     1     | 0.010428571428571428 | 9.449428571428571  |        0.007         | 9.466857142857142 | 1.0124041769783305 |  1.0124041769783305 |
| Parallel |     2     |        0.008         | 5.645857142857143  | 0.009428571428571429 | 5.662857142857143 | 1.6924823410696268 |  0.8462411705348134 |
| Parallel |     4     | 0.008714285714285714 | 3.706285714285714  | 0.04085714285714286  | 3.755857142857143 | 2.5518238180365906 |  0.6379559545091477 |
| Parallel |     8     | 0.011285714285714284 | 2.1147142857142858 | 0.03985714285714286  |       2.166       | 4.424877984434771  |  0.5531097480543464 |
| Parallel |     16    | 0.15457142857142858  | 2.258857142857143  |  0.6087142857142858  | 3.022142857142857 | 3.1713542897660134 | 0.19820964311037584 |
