A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1250,1250,1250,16,0.129,0.793,0.626,1.548
1250,1250,1250,16,0.149,0.780,0.583,1.512
1250,1250,1250,16,0.165,0.780,0.570,1.514
1250,1250,1250,16,0.153,0.786,0.695,1.634
1250,1250,1250,16,0.165,0.795,0.532,1.492
1250,1250,1250,16,0.157,0.775,0.386,1.317
1250,1250,1250,16,0.133,0.790,0.457,1.380
1250,1250,1250,16,0.137,0.785,0.455,1.376
1250,1250,1250,16,0.101,0.791,0.445,1.337
1250,1250,1250,16,0.168,0.780,0.446,1.395
1250,1250,1250,16,0.165,0.769,0.594,1.528
1250,1250,1250,16,0.188,0.782,0.595,1.565
1250,1250,1250,16,0.153,0.784,0.586,1.522
1250,1250,1250,16,0.153,0.788,0.606,1.546
1250,1250,1250,16,0.129,0.778,0.669,1.576
