A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1250,1250,1250,4,0.010,1.036,0.023,1.068
1250,1250,1250,4,0.010,1.146,0.013,1.170
1250,1250,1250,4,0.010,1.161,0.017,1.188
1250,1250,1250,4,0.010,1.142,0.019,1.171
1250,1250,1250,4,0.013,1.139,0.023,1.176
1250,1250,1250,4,0.010,1.148,0.020,1.179
1250,1250,1250,4,0.010,1.145,0.017,1.173
1250,1250,1250,4,0.013,1.139,0.023,1.175
1250,1250,1250,4,0.012,1.139,0.018,1.170
1250,1250,1250,4,0.010,1.143,0.018,1.171
1250,1250,1250,4,0.010,1.141,0.017,1.168
1250,1250,1250,4,0.012,1.140,0.025,1.177
1250,1250,1250,4,0.010,1.141,0.016,1.167
1250,1250,1250,4,0.012,1.137,0.018,1.168
1250,1250,1250,4,0.013,1.129,0.028,1.169
