A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1500,1500,1500,1,0.010,7.385,0.000,7.396
1500,1500,1500,1,0.008,7.236,0.000,7.244
1500,1500,1500,1,0.008,7.298,0.000,7.306
1500,1500,1500,1,0.008,7.317,0.000,7.325
1500,1500,1500,1,0.008,7.304,0.000,7.312
1500,1500,1500,1,0.007,7.294,0.000,7.301
1500,1500,1500,1,0.007,7.333,0.000,7.340
1500,1500,1500,1,0.008,7.341,0.000,7.349
1500,1500,1500,1,0.008,7.352,0.000,7.360
1500,1500,1500,1,0.008,7.346,0.000,7.353
1500,1500,1500,1,0.008,7.357,0.000,7.365
1500,1500,1500,1,0.007,7.286,0.000,7.293
1500,1500,1500,1,0.007,7.292,0.000,7.299
1500,1500,1500,1,0.007,7.279,0.000,7.286
1500,1500,1500,1,0.007,7.257,0.000,7.264
