A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1500,1500,1500,4,0.003,3.518,0.000,3.522
1500,1500,1500,4,0.004,3.734,0.000,3.738
1500,1500,1500,4,0.004,3.754,0.000,3.759
1500,1500,1500,4,0.003,3.859,0.000,3.862
1500,1500,1500,4,0.003,3.721,0.000,3.724
1500,1500,1500,4,0.003,3.729,0.000,3.732
1500,1500,1500,4,0.004,3.762,0.000,3.766
1500,1500,1500,4,0.004,3.618,0.000,3.622
1500,1500,1500,4,0.008,3.640,0.000,3.648
1500,1500,1500,4,0.004,3.542,0.000,3.546
1500,1500,1500,4,0.004,3.928,0.000,3.932
1500,1500,1500,4,0.004,3.758,0.000,3.762
1500,1500,1500,4,0.003,3.767,0.000,3.770
1500,1500,1500,4,0.004,3.684,0.000,3.688
1500,1500,1500,4,0.003,3.659,0.000,3.663
