A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1500,1500,1500,2,0.004,4.527,0.000,4.532
1500,1500,1500,2,0.005,4.630,0.000,4.635
1500,1500,1500,2,0.005,4.596,0.000,4.601
1500,1500,1500,2,0.005,4.548,0.000,4.553
1500,1500,1500,2,0.004,4.595,0.000,4.599
1500,1500,1500,2,0.005,4.540,0.000,4.544
1500,1500,1500,2,0.005,4.552,0.000,4.557
1500,1500,1500,2,0.004,4.527,0.000,4.531
1500,1500,1500,2,0.005,4.589,0.000,4.594
1500,1500,1500,2,0.005,4.583,0.000,4.587
1500,1500,1500,2,0.006,4.612,0.000,4.617
1500,1500,1500,2,0.004,4.587,0.000,4.591
1500,1500,1500,2,0.004,4.578,0.000,4.583
1500,1500,1500,2,0.005,4.600,0.000,4.604
1500,1500,1500,2,0.004,4.565,0.000,4.569
