A_rows,A_columns,B_columns,processes,read,dotprod,write,elapsed
1500,1500,1500,8,0.003,3.541,0.000,3.544
1500,1500,1500,8,0.003,3.619,0.000,3.622
1500,1500,1500,8,0.003,3.550,0.000,3.553
1500,1500,1500,8,0.003,3.531,0.000,3.534
1500,1500,1500,8,0.003,3.594,0.000,3.597
1500,1500,1500,8,0.003,3.582,0.000,3.585
1500,1500,1500,8,0.003,3.561,0.000,3.564
1500,1500,1500,8,0.003,3.591,0.000,3.594
1500,1500,1500,8,0.003,3.561,0.000,3.564
1500,1500,1500,8,0.003,3.563,0.000,3.566
1500,1500,1500,8,0.004,3.572,0.000,3.576
1500,1500,1500,8,0.003,3.579,0.000,3.582
1500,1500,1500,8,0.003,3.558,0.000,3.561
1500,1500,1500,8,0.003,3.561,0.000,3.564
1500,1500,1500,8,0.003,3.532,0.000,3.535
