A_rows,A_columns,B_columns,processes,read,dotprod_write,elapsed
250,250,250,16,0.214,0.460,0.674
250,250,250,16,0.130,0.507,0.637
250,250,250,16,0.184,0.488,0.672
250,250,250,16,0.223,0.563,0.785
250,250,250,16,0.225,0.455,0.680
250,250,250,16,0.177,0.464,0.640
250,250,250,16,0.196,0.337,0.533
250,250,250,16,0.166,0.480,0.646
250,250,250,16,0.141,0.387,0.528
250,250,250,16,0.117,0.450,0.566
250,250,250,16,0.170,0.456,0.627
250,250,250,16,0.155,0.418,0.573
250,250,250,16,0.218,0.502,0.720
250,250,250,16,0.123,0.386,0.509
250,250,250,16,0.186,0.546,0.732
250,250,250,16,0.165,0.349,0.515
250,250,250,16,0.184,0.360,0.544
250,250,250,16,0.142,0.560,0.702
250,250,250,16,0.206,0.516,0.722
250,250,250,16,0.181,0.381,0.562
250,250,250,16,0.142,0.414,0.555
250,250,250,16,0.193,0.570,0.763
250,250,250,16,0.158,0.595,0.753
250,250,250,16,0.213,0.652,0.865
250,250,250,16,0.160,0.415,0.575
250,250,250,16,0.240,0.604,0.845
250,250,250,16,0.228,0.658,0.886
250,250,250,16,0.162,0.379,0.541
250,250,250,16,0.131,0.638,0.769
250,250,250,16,0.179,0.480,0.659
250,250,250,16,0.157,0.399,0.556
250,250,250,16,0.176,0.389,0.566
250,250,250,16,0.161,0.363,0.524
250,250,250,16,0.110,0.484,0.594
250,250,250,16,0.156,0.581,0.737
250,250,250,16,0.151,0.480,0.631
250,250,250,16,0.135,0.319,0.454
250,250,250,16,0.128,0.354,0.482
250,250,250,16,0.178,0.415,0.594
250,250,250,16,0.200,0.384,0.584
250,250,250,16,0.154,0.397,0.552
250,250,250,16,0.181,0.480,0.661
250,250,250,16,0.172,0.455,0.627
250,250,250,16,0.152,0.475,0.627
250,250,250,16,0.210,0.637,0.848
250,250,250,16,0.166,0.411,0.577
250,250,250,16,0.230,0.527,0.757
250,250,250,16,0.180,0.567,0.747
250,250,250,16,0.165,0.562,0.727
250,250,250,16,0.172,0.514,0.686
250,250,250,16,0.151,0.530,0.682
250,250,250,16,0.170,0.453,0.623
250,250,250,16,0.139,0.542,0.681
250,250,250,16,0.175,0.326,0.501
250,250,250,16,0.225,0.360,0.585
250,250,250,16,0.164,0.473,0.637
250,250,250,16,0.110,0.476,0.585
250,250,250,16,0.184,0.488,0.672
250,250,250,16,0.161,0.596,0.757
250,250,250,16,0.185,0.533,0.718
250,250,250,16,0.205,0.502,0.707
250,250,250,16,0.198,0.484,0.682
250,250,250,16,0.206,0.371,0.578
250,250,250,16,0.179,0.379,0.558
250,250,250,16,0.217,0.429,0.646
250,250,250,16,0.207,0.383,0.590
250,250,250,16,0.183,0.832,1.015
250,250,250,16,0.200,0.392,0.592
250,250,250,16,0.190,0.652,0.842
250,250,250,16,0.204,0.459,0.663
250,250,250,16,0.203,0.516,0.718
250,250,250,16,0.227,0.519,0.746
250,250,250,16,0.126,0.294,0.420
250,250,250,16,0.165,0.385,0.550
250,250,250,16,0.217,0.367,0.584
250,250,250,16,0.196,0.525,0.720
250,250,250,16,0.217,0.595,0.812
250,250,250,16,0.163,0.614,0.777
250,250,250,16,0.184,0.447,0.630
250,250,250,16,0.178,0.662,0.840
250,250,250,16,0.148,0.414,0.562
250,250,250,16,0.125,0.371,0.497
250,250,250,16,0.176,0.591,0.767
250,250,250,16,0.153,0.410,0.563
250,250,250,16,0.171,0.471,0.643
250,250,250,16,0.176,0.474,0.650
250,250,250,16,0.121,0.448,0.569
250,250,250,16,0.163,0.568,0.731
250,250,250,16,0.171,0.332,0.504
250,250,250,16,0.144,0.617,0.761
250,250,250,16,0.156,0.578,0.733
250,250,250,16,0.123,0.540,0.664
250,250,250,16,0.170,0.540,0.710
250,250,250,16,0.223,0.565,0.788
250,250,250,16,0.114,0.573,0.687
250,250,250,16,0.207,0.357,0.565
250,250,250,16,0.215,0.522,0.737
250,250,250,16,0.180,0.562,0.742
250,250,250,16,0.158,0.529,0.687
250,250,250,16,0.178,0.575,0.753
